poll_epoch,arm_n,replicate,image_digest,observed_hosts,ok,error,operations_ok,operations_error
1789422620.318539,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422624.891077,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422630.0760791,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422635.055302,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422640.040114,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422645.0932732,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422649.9746392,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422654.985898,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422660.938433,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422665.236664,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422670.607827,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422675.851574,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422680.1367779,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422685.055957,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422690.63778,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422695.0611641,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422700.054537,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422704.995776,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422709.965842,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422715.95958,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422720.048658,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422725.2084239,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422730.0677571,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422734.9716961,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422740.106692,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422745.0627022,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422750.0643141,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422755.301879,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422760.088773,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422765.096808,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422770.026432,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422775.8241248,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422780.183146,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422786.630432,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422790.189687,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422795.2185972,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422800.149626,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422805.11844,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422810.113826,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422816.068715,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422820.077612,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422825.077715,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422830.068248,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
1789422835.1122282,150,1,ghcr.io/talmolab/lablink-client-base-image:latest@sha256:3f2f935a1b61b1c1f9469a69d1a7ad53bdb334d996976bcd3ba5802a4cc50567,150,True,,True,
